fact_key,student_key,time_key,teacher_key,socioeconomic_key,school_key,location_key,aid_key,community_key,dropout_status,reason_for_dropout
3721fb0b-e0bc-42b6-9d4c-9733c5ad3ddf,e940c9b4-92aa-48fd-834c-27ccc9b61de7,769fc3d1-85b6-4463-ab24-e1d1ecb7904f,d8ff1928-a33f-47ec-87d2-4ca3f3b45d9f,afc3e5f2-deb2-41bf-916e-0e3db7413cb5,afdd4f1c-8758-4798-a95d-5583c0929b45,d13b579a-ba08-4fee-bca1-cf7eb6de3485,f04f7294-ba7a-453d-9431-2f23872c59a7,41daaeba-3deb-4d75-b14d-1b956a573bef,False,Distance to school
18aa37ef-96f5-42e9-a741-abcb75a7fe89,af276269-5c53-4be9-8693-496294a189dc,e2fc67db-4169-4828-8187-db36229ab9ef,1f87e8f9-b211-4bd8-b8a5-43af560818b6,f6175a73-d249-4f65-868f-1536824af694,40095ed1-0939-4744-be44-c78ab44145ed,8f042b2c-7a91-4333-97da-d492ce4e63c5,55b873e7-272c-41ba-b870-f03bfb1153d9,769634ff-7380-4a6e-b89f-81c201765e40,True,Language barrier
0a854a6d-4c96-4062-a87f-49f5003bed4e,0fbb516f-b8f7-404a-b9da-9fdff10f863e,08148b2e-d702-4b0a-a2b4-79b5db88a433,3aa47d4b-ddde-4909-beaa-155f8c67b83f,4adca837-2888-4d02-bad5-8325e5c32135,215528b9-82e5-4c13-ad29-fafe489ae8f5,dac420c6-989f-488b-a025-2248f015e872,1d6b4c53-b758-4d51-9d06-d4098090ce53,ceb85084-dafd-4f50-9df3-369c9c6de1a2,True,Special needs
9ea8e115-d6c7-4a00-abb7-cab9d4df64ba,695effd6-0955-45d9-8cf0-85513ebab142,4bf4b74a-7321-4bc4-b4c5-1bde76bd60f1,0bb6278b-fc29-4b8c-ac66-c972ee59272f,1a9f260b-a7f4-430a-9dfc-5f28f9b75fc2,58ad939c-fb1f-4da2-97da-adef288fd229,49667d7a-b3ec-4686-a041-f3ca30d00540,d01ab998-4c9b-471c-9495-080e4e017d6d,69240de3-9192-423e-b4de-99b7140b0b0d,True,Distance to school
b9c23fb1-536c-46ca-a6c9-93cba757d417,7ab9423e-b270-46f1-a98e-5a9babedf672,d4573195-9309-42fd-9b73-1259b8fa8ceb,c33d07ca-929b-43b9-9be0-09675a4502bb,38a6114a-c5da-4b8c-a478-7097c3118b81,95b4bdf4-18ae-413c-9a0a-42da43117b81,d5ee88f0-52be-47b1-aef1-27570b900907,f1c4e973-6e8c-4802-a5fd-f8e542238e57,196397a5-61c4-4c5f-a09e-b32a1054f81b,False,Financial difficulties
41ef94c9-8444-4b43-bf3a-ff1acdacf3d8,a735cdd2-96d1-43b8-844c-b0e63ccc6667,48a01c09-363b-42f8-8524-f496255fda74,b8310d90-8a12-4cef-ad7b-a134eb3364c4,5e98fc40-2c64-401f-87e3-faa2cf2a912c,2ecd20c5-a986-43d5-a2e9-2c78b5f613d7,6e35c276-d958-447c-b9a0-cb0cd9986b03,44fe0919-8711-4ee9-9567-0ba4093fa63d,50e36702-9689-4528-90f6-58ae931c8a1c,False,Marriage/Children
73a63b8e-ff5a-4f82-9a12-a3b015ea2eb8,c64e1eeb-5630-43e4-91fe-d832afe61f1d,4ec1b32a-978c-4622-99e3-88a24b428378,f0739932-fefb-4f3f-9b39-678decbe1c9e,1535aae4-f44f-49c6-bfa4-36255ad7fa63,522c103e-301e-41af-a02d-71f31714e5ce,c1cea9bb-cbe1-47ec-8415-6ab449087278,9ac9f74d-0525-468d-bcc5-45c79023f8aa,f52fc7d1-2bb1-4d63-ba53-c38c32ee3f25,False,Marriage/Children
b519be37-8249-4c6e-9084-45a66cbd4e78,f3063330-ad06-4196-90b2-39665de9d5dd,42502e10-98eb-4820-98af-d07ad4e53764,ca3ba638-95da-4614-8afc-46d09f1e7931,3aad6348-f625-4866-8b55-45b38e01bb2c,6dc21450-9b79-43b1-bbdf-ef7f3794d106,85e3e15d-e64d-420a-9b8f-c41ea0904291,ebbe678a-c7bb-480c-b517-157f493a9aa9,47009539-9cc5-40e4-940c-c478797b922c,False,Language barrier
b8c4eb54-875a-4a81-9bb9-78adab7615b2,b05797b9-59fe-4e94-b359-115822cf50a2,d5594d1c-c0aa-435e-9225-1edd4767c1bd,8fb08fed-be4b-4cb7-bfac-03fd985ff97c,cff449ef-012c-4f4c-8de3-0f8b7c7ea3c5,92ca3f85-65da-4acc-b97c-17db4604173a,def455bf-5e35-4442-ba2b-4dbf6dcdb86b,3cd30426-bbb4-452b-b9a2-86976636f6ad,61e50f45-fa5d-4c86-98a5-86428dde60d1,True,Marriage/Children
fdb39f44-83ea-444d-9ff6-6bec12fd2e96,f90956d3-da5e-41df-b7cc-039d966c20b6,8450bb8e-8062-423f-8505-bfaec42c66a8,911e989b-1749-45ab-a08e-8a7ffb2e2747,5f8573fc-e465-46ed-ac58-3fa26e1acecb,3627088d-cbf5-48ff-a183-b17c8fa22107,181264cf-55f9-46b9-b180-9dc640de1ce4,b2f399b0-a5db-4079-9a09-d08c47bd1acb,e0dbe4b5-e5d9-47d3-b382-c28d4062caf6,True,Distance to school
723e7282-7af8-433d-88f5-cc2369b36ca3,3fcc2111-4de8-49e3-b426-e26eef9dbbf1,29cb3f50-7f36-4dc1-9303-d710d98e786a,56765783-b51c-4734-aad4-4a6d2326da4d,4e71974b-ebb9-470b-9c94-cc3c60dbf90e,75ab332f-fa12-4e9a-bbcb-6e124443d0c1,e951cc25-cb01-44f8-af36-e464548af564,285ed435-60e0-42c7-bb3b-168aa7647b23,610706fb-ca2a-4ef0-88d8-ebbad97daaf5,False,Distance to school
aa3d6139-bae1-4e0a-90fa-9898c3371e9a,07744d24-253a-46db-82f0-8da94e07968a,ca4a6cbd-1936-4f70-bfb9-a1bbde0fc39e,feca38f5-02e7-4b39-8391-90ed59ec5f1f,b7b1b808-a7bf-4d0a-b20a-a8cd33a588b8,60dab0b5-5e40-4ab1-88cf-f4e45556eef4,49667d7a-b3ec-4686-a041-f3ca30d00540,5aa70faf-2907-4842-8bdb-dc85a3128ea7,7b3ff5aa-e199-46a8-808d-ddbfea921263,True,Political instability
bbb938bb-c152-400b-abf3-322f31aa90ad,edc78725-c361-40bd-b32b-69c006bf10e0,ac8ab971-fab4-4bd3-9ab0-995e610bbff7,5d5be394-e36b-4655-90af-1e38d665d9e3,d177c071-b041-49ee-a528-2becfe18c910,4b7b9021-9eb3-4a17-b44f-8f3f731530b9,fded0536-151c-4b76-9c3b-fcd475ed6b0f,793d9b5e-925c-4061-a314-cdfdefcbc4a6,8a152139-9521-418a-b63c-38941814d2f3,False,Special needs
3fc79d18-787c-4d18-ae70-ed0085de94b0,d9c48d85-a24a-4abd-ad13-16a88f9cf2e2,446a7e20-4f0a-44b3-893f-58729cd65505,345df119-17f0-4d1c-b313-9063df534cf2,41c51086-f86b-4f34-a014-42b03c029dde,6b0ee217-b5b4-4af5-9b88-bcf134f2bc3a,e2dc116a-c7b0-4e4d-b4e4-c655373f3e2e,ddc7966a-f809-43c3-a1c9-9dd8fc55081a,10459374-f684-4717-b624-7044179cc3b8,False,Special needs
bb7abf0c-5a74-44ed-8c06-882e0c2462fd,d9c80875-1597-405a-8bcb-c7b10bb36fec,9d9a3c3a-7b29-4e3b-9ea0-9f64685ba9e0,9ee7e2cc-e784-4974-bd14-4286b994182d,aeddd1d5-338c-4bb9-9230-9088e8f129d3,1189fbc5-9caf-4ab0-973a-32197b500c88,1d68a2d6-cd26-4ef6-9f1d-1dcd884c26ed,54c131ff-c559-42e8-a67b-231b4c02dce6,5ef4d1cb-1a4a-4b71-97e1-a66528cc1603,False,Political instability
cd65f120-904d-4062-97eb-c4cec804fca2,67bb0485-4924-4e83-b589-16013352a89a,e503060e-5aec-468d-b564-5c82e30e88be,0bd252d2-3c64-4ab4-891c-2021eb0dcda8,77ed7526-ec36-49f3-a242-b4b30ff0c980,2f4265aa-1099-4dd9-affc-c0d4ee2d1523,9ef3046b-5d64-4bb9-b9be-6c61d7521b7b,7efecd28-7ede-4e52-bd46-300cc65bf24e,4928bd1f-24e3-4238-b608-b8310aea86cc,False,Distance to school
ba7f8d5f-30e3-4ead-b055-0fa513634120,1c6d9b22-bca0-4cc4-88fe-35373ac6a35a,a0202803-07a9-46ff-8a1b-b5d13ed31bf0,fca4067f-6b2d-4d3a-8367-f53a2173c440,53be9100-9b77-4452-add9-bf5c6facbe03,4856679e-12fd-4f5d-bb02-01f8285007b8,11f4e435-b7f9-4fbf-ac94-a638275fb330,1f560055-2218-4a78-9d87-274bc13321d0,2582e804-da8f-4937-94e1-82cee81f9b3d,True,Financial difficulties
bfea03f3-5743-4f46-b85f-1e1561b3b26b,c3373bbb-81c5-4a22-aca6-8704cf5d1976,d7bfe1a3-2ce7-4f2a-b63d-1e79967c6190,0b835415-aaa8-4291-924a-ac5400d7d661,b5e9323d-a130-4b53-a7ff-37958712259e,b751f3d1-7d0a-4d13-818f-e6f69153e73a,3c765eb2-0822-40d2-97e0-e669c36c7b15,5a919d29-b1fb-466f-a1fa-225ab65e5722,00d9ab40-617b-4d8c-bc01-9576ff6f0186,False,Language barrier
c14e02f1-5f19-4e5f-8792-5960072aa6f8,c69beaa1-a748-4999-a437-84a055429f82,8ac43889-9581-4eed-aa01-bc1ec743e0a2,760747e9-6aed-4560-ae65-66378846c825,58e2673c-b1a6-42a2-a38a-4e454ae85fdd,bb9cebee-76cc-4a0d-a876-22f6d3d07c3d,eeea08b4-6c7e-41c1-b655-93d8c61adeb6,478f5558-9758-4a80-bfa9-f23e185c74a1,a37232d9-dfce-4722-8016-18e47634a2a6,False,Special needs
f489f0de-0958-4df6-b42b-948b73c81ee1,1e09b285-51dc-4cb4-bb6b-87a18364d3b7,51faac65-2416-4b19-9432-dcb53e96ba26,85059981-e10e-42f1-b966-97a0defe7365,e390e2a3-428c-4672-8585-0236b00d2e79,fccccf33-b536-4d94-93af-8ecdb9f2da09,a798f6c2-04f7-41bb-93dd-457db71bd62f,35d87639-9f98-4f22-9ca7-f2305b5e0309,933f42eb-42cd-4853-9aa5-3181a8a4e76e,False,Political instability
8c55626d-3fd9-418e-a6f5-e552e6306b6e,3507b491-c663-4774-9c9c-d2d70970a8d6,a09bc4a9-71f5-40f8-917e-b88875419330,4d27bf89-cd43-4017-829f-e381276678f6,1210ea9c-a527-4216-9d23-15cf8a8c559c,fcc2a86a-7fce-4093-b002-322817e5db60,c05eba2b-f93e-498b-b62a-1a71babdc4fd,a6728565-07b8-4d5a-b710-91aa23cdbe9f,d7810f91-9e54-45d6-a5d5-f6582fecbac5,True,Language barrier
8be2ea59-dc03-4879-b63a-1dfbf4440633,36ba9ca0-a4b6-454d-b7b8-075c96257cea,ddf81548-f9ae-4017-a18e-504509dae08f,96c946d4-d8ca-4580-98e3-803f9b76342f,3cd4550d-2dd1-4abe-8939-56a25e336333,f2a96993-b731-4935-9d05-29e44c3c65e1,d516d2aa-cddd-4d45-a83f-765d0f05d1b0,f5dd64bd-1a4e-4307-b8f8-63da0d2244bf,62d10af3-a427-49a7-90f4-5f8755d3af59,False,Financial difficulties
1f97ae16-1b8f-49cd-be9c-e7788a509825,c6981aef-0caf-41ad-86a9-96c4dbce96d8,a57877d4-dcec-422c-8a57-74851c76c8df,d7267241-7428-4e72-be34-ca70777008b5,314446b0-ce9a-4c2c-a403-4e607c5723e9,b1e34f36-c9c4-47d6-9c1f-599510a67813,b7cdafd6-3397-4894-94bb-37e0a1b9c048,87f64734-72f2-4a97-9dfc-4bdcfba26d33,18ef1d80-b8ed-4f4b-a045-943b991e9659,False,Distance to school
e6ca62f1-03ca-43ca-a3af-18fe8e2146eb,1c3aeba9-0cd8-49dd-bcd0-4cf35dec45fc,49c35173-9efd-48f2-88d8-2e7d37e264b0,90b455a9-16f4-451f-a91f-18870b84f7fb,8e7f29e4-00b2-4eaf-b8da-2f8e9cddacd8,52e36ab2-6b20-4a53-aa7d-61cf4df7e84f,6abc6255-09a3-4d59-98e8-579d63c2e58a,ba4ea43f-71ca-4acf-9afb-b3cabdeb3cc3,99960668-c4eb-41e0-983e-063536aca769,False,Special needs
db82cdb2-115e-49f9-ba14-db74beacbbeb,74411c5f-1d94-4482-958b-c2d75bc4d774,f0230ea3-5a2d-4fab-b068-1156145afe62,622e64ef-d2bd-456f-a84f-be901c90d3c4,1248ae42-ca71-4c33-bc17-9934251d6e70,26a004c1-debd-47eb-ad6a-376fd5c0519a,7dc14223-260f-4fbe-a023-7fd6f35ffc7b,bc3b10aa-f53c-426e-b82b-07b40347ec1a,7990d678-e7e4-4d50-ba29-ddf099e782e9,False,Distance to school
adcf468e-1df5-448d-be9e-a79513113dde,9818551a-bc81-4d1a-8276-80705bd9cb4d,4034e74e-fc04-4b42-8665-54dbab66b38f,2af6e93a-ca18-47f4-bfa8-79af0f846585,194dc4d1-d5c1-45b7-ab2d-9403cd75b867,344cff9d-3b80-496d-ad15-8261fc02c22f,ee73dd49-deca-45c9-8db9-381ddbac3349,8532a1bd-e4e2-4dfd-b6ee-f64fda7d740e,a83a442d-1929-4cd2-b37b-004a80286671,False,Financial difficulties
23eb964b-2d27-4fdb-91ac-29a5f83ca5dc,55f4b870-b650-418f-b5b5-04f7f13fab5b,50537e64-8e75-430f-8c10-02b3258f915d,3785ffaf-988c-4468-9efb-a02157f2e6d1,0eed10a7-0842-47d8-b63a-46189f385acf,a4bc350f-d37e-4846-bec9-97f9ea27e038,05cf887e-9fd4-4ce8-bb86-705c47e740fd,c5e39b82-4651-486d-aa97-aaec7519ce0b,12730699-662d-417d-b98d-a7c8549b9749,False,Marriage/Children
df87472b-8e48-44fd-a683-e3f8e72f398a,a3c6e3f2-4ba1-4b52-8bf5-619df1721737,bb7a86ea-8d4d-4a11-949e-d9dfcc7a6f24,fad52008-2249-4282-ab51-eb7c70846ff0,0fc43ab7-2d99-4cee-a98c-5f3221aa20ee,71904573-2801-4d0e-b14f-76cae766b306,48955412-d243-4017-80ba-684a6acb5fc5,4f699927-f2c4-4508-a653-aa671be2711c,e88fa156-f0cb-4ef5-b839-6848508e1bbc,False,Political instability
72bd2668-a1e9-4d70-8cbc-9bd0f3dd9517,df279964-ba19-493e-b206-f196594b9f43,d874cf09-f1f9-43df-8ac7-b308d974f245,d2a7cd41-20ee-4335-b38b-324d1880917b,254e2ae5-010e-465f-8edf-e0b48496ef6f,49eb6704-46ce-44d0-9745-fe8c74b44c43,027067d6-d8af-4b16-bfee-79fc5653fced,e7b03acb-b47a-4324-8ad3-a1474d19120d,1707df71-1240-4917-9517-49cf64851f6b,False,Political instability
2609f635-6cd3-43a4-b3a1-f98a654867a9,3516bf36-47a7-4199-b4f5-d19daabefd26,6d651aa7-6063-4348-a813-2924de3979b7,89770999-6ee7-4188-8296-d051c89538c8,c6a67072-f15b-4a60-a545-9b61b4ab610d,3f178ef9-ad7f-4537-b036-ebd5052d5bb2,71ff7bf7-7102-4b91-be56-f7e20458a295,7519c1e9-8eb5-491d-b0f7-d72247a85b70,2d6d1f6a-b75e-40ca-8cdd-936acdefdbcd,True,Language barrier
14bbbc0a-4cee-482c-a19c-27394f1936a1,b4e4b181-8479-4475-b02c-aa7141c9c2dc,c956839d-1923-4802-9f1b-2245dbd6f152,742e4e86-641c-469f-ac4d-898f205b4dec,2809dcc4-183a-4be6-b0ab-1c846b916d6d,a6e00ac7-8d6a-4b19-873d-ae431fa7347b,2e7d7926-8787-4c6b-840a-aa3527c19187,edf5e293-960f-4547-b71f-ddd7fe8ffbe4,335ac645-cfc9-4a29-8972-9b5e1936c34f,False,Special needs
a99eec75-7661-4b01-97e6-48fb44f8c02d,73db7702-8eb7-429c-98f4-09c657ad17ca,b0ede3c1-6ffa-41e9-af84-7bed6f20e36b,6599c114-7e39-444e-bc23-69cc2fa1f826,4fb5fa87-4bf2-47b8-8afd-e09de2e5f80f,16cf5445-bd74-4ce3-9557-dadef1822601,2097eb43-c803-4c6d-9a15-9b30934adca6,e8c0aa48-b008-4b81-b2c8-cd835f7749a0,5c17cd3d-79d6-48de-ae11-480fedc93ac4,False,Political instability
7743d24d-a3af-4f2c-aa35-3850a37d77af,f6e49043-c7a4-4548-bd4b-9745a1c0dac1,29cb3f50-7f36-4dc1-9303-d710d98e786a,f493fb4c-8416-4fa7-95f9-c57e3298a9c2,2d3a8ee2-7f7d-49e5-b387-a98540b57122,f7eb00ea-52be-4c76-9b56-a35f6c27672e,dc35d460-9ec6-45ee-871c-94d4bc8f49e6,daff383a-ad9a-4d11-abfc-3fb6b1e0e1f7,1cfc8485-e9ae-4367-9b95-b9858966dc94,True,Distance to school
f67c8acc-ecdc-4ee0-80f3-d6dc29425bcd,bac12f1f-30b9-418e-a005-79cba3a6b86a,c47b1527-818e-4ed7-b3f9-a85fcb65c53b,1bc84b41-ce7c-4a56-8214-feff3245f68c,e8a656b7-0431-4a02-9aeb-8d181472fb9a,932414e4-bfc6-4efd-9d8d-a5210bca6db4,65f85834-9f77-4205-a9ff-5768d98ffd94,7a53ca7d-6b74-403b-b0d6-781f6b141f7a,d9e8554f-a92d-4859-9fba-3e5805146eca,False,Special needs
d1701435-dd1d-4571-b088-4b89c78d07a9,4d63408f-e7f3-4b56-bf14-c2dcd8c380a5,787ac727-00df-4a36-a9c9-6ca91f78ffea,d8dc7c30-d237-444d-9ea6-fc26bd8c22a1,40f3695b-6523-4494-b1c1-6027d64731c0,2c14389c-b667-49de-8f66-f7df36ff7e47,12b12072-3a40-4cd3-8d77-fe524ff783f6,cdf1c839-9a19-4540-95d0-d4ad298d75cc,0c571e1e-8d62-4254-b11a-29fd66b8287b,False,Language barrier
885d0436-a5bb-45a8-a113-c21ce534b0f2,b4cdec53-75e7-4f85-9fd4-8a1b13be547e,caf1cd67-25ac-4634-939b-9d0db1417d6e,2cc8f60a-62c7-4a97-97a3-c9850276b791,6e4425cc-24e0-4505-bfad-7bf60e01c601,62821f11-d22b-4d64-b235-a125c299001d,32ee21ae-a57e-4dd1-96e1-4e55229a8e5d,826e64de-a94d-4c38-bc6d-70b90b6e9123,da604f1c-4ced-4167-b630-84aeebb98e2f,False,Political instability
b0878551-2b70-40d9-bea3-2463a1bd9bb7,e94e9ec2-4846-44e6-b605-7d22d383050c,7dbb3266-01d8-4c8b-9da0-a8c0841c8e76,097d4657-2de3-4624-9060-77cd4ca3a1bd,f965fa4f-bf57-4d66-9557-0eb611846082,a50b8daf-b5a6-43cb-b629-ec6b6c57c023,52c7e44d-56e6-4058-ba26-78b0bf6ecd61,8af269d0-529f-4e9c-9be8-5e59e3789414,edf9e11a-2759-46b9-897c-faa8a4780074,True,Distance to school
06724485-b63d-4816-8661-2e8d47bec32d,50d76bde-71ce-4aea-b783-a7488420e9ce,1917846d-626a-4fec-aef9-a5d49bfab673,d87bd137-f41c-4da1-8a95-a3330cc66ed1,fe6dceb7-72c1-4362-b1d3-b27fe19346d0,8eb3cb2f-492c-42ec-aeea-560ea311c0a8,2186ecfc-6e14-4c84-a61f-d143e5cbfbac,3129cc47-785b-4353-bb98-195885ab8dcc,6c27db47-64b0-48f9-847a-754431fec10d,False,Distance to school
01b3730b-3c52-4c2e-afa1-ab3d21544d02,30e6c220-25bd-4355-a688-1208c13dd460,1a034d81-456b-49a1-8f3e-13502b2aabb9,5c35acb7-ca4d-4ef6-8f75-d873b8abc8a4,f27bbdd0-3ddd-4fce-b37d-b842a12c296f,3a3ed96b-3f3c-47a8-ae1a-b4038a8325b0,f97cb3f2-9c29-4e3a-a929-af3ddb8506b8,ca450775-b2f4-432e-b9d4-006b6a54271d,c45d6626-9d68-4bee-b2ae-9ebe1c40ae01,False,Special needs
367c6ac7-114d-4cf7-981f-58b259c01a41,9931a8ee-0270-410d-a887-7400ef7908b7,d5bd4013-771f-4123-9d17-98993bffdaf8,0560835e-1d81-4d06-889b-bd21e235c720,7a904de3-dc04-4171-b7a6-f079246beefd,2560a99a-303e-4db0-8d11-c0848ebeedef,09f9677c-2182-44b4-9f32-e2c84697d93d,8002015e-f66a-49d4-8545-c03e116d4cd7,ae17779a-e1ed-4697-8d62-0c87da397e08,False,Distance to school
0641be0e-103a-4060-9e5d-89a7d446d2c3,54881b07-c0a0-4431-a55c-6afe08d915d0,9a6bc55e-a28f-4c2f-98c1-ea20d0e089c9,57ceb51d-2e82-4a0d-aa4e-e5b6558d0d1e,94d3e1bf-ba75-48a9-84de-00e6474d2395,c70a154b-678e-41ce-bfed-1cd81abee5e0,f3cccb29-c59e-4ac8-8bc7-5e8cc2dc0945,763c0807-dde1-4084-9e70-e56230c3901b,d38b6fc7-4443-4599-ab3f-709595e58e8d,False,Special needs
5875215a-0096-4474-9392-973642ef1f8d,9fa32b9c-fd55-4187-abaf-8ff6d2b7ab48,62a038da-e6b0-4a62-b671-b027b6bfca4c,1c2da0e4-f30a-4511-8d91-e3e684a1d66e,503b39f2-c99f-4d53-8378-0816a87b9627,3f227347-b565-4ffc-ab66-e57ddb55d352,0f2e9833-7b88-4fa4-9675-908d597d5c72,c5b6ff02-a7ca-48a9-bf77-103593db6559,1a137191-0cff-44eb-981e-4afa1c9c4a1f,False,Special needs
45f2736a-4993-41fa-bb5a-1dbc01cf5f99,211496b5-4aef-4d72-95c2-1172334ad2f9,429f3ac9-8789-4666-8868-257885225e2b,085f6bb6-58f5-4599-ad2f-d3c8f89ece0c,5c2fddfa-6398-4730-a821-e99c08c626d8,06257fe0-1718-4fec-9206-cb2c9ffc50ee,0a4966fc-d258-42ee-a158-b813faad1cd1,ce63692e-8c45-4573-b5a3-6b782a7a76c1,dda36ee4-98db-460d-bbee-b9c8cf0ba0f0,False,Financial difficulties
c2e385a3-c058-4e2b-9915-69f1c9799802,b8dd9847-46c7-49e6-965b-1f94aa0467a1,6934c1df-57de-4c5b-b202-c9cbe5822c2d,7bffbddc-bedc-40ef-bae2-604bb02b4043,44e456b2-17a3-4f3c-bd23-a79d5d86d7a7,6d45aca9-b646-471d-9130-2c4970bf753c,da2b1853-ce60-4e88-b28e-add586bb1abe,7fce2ed5-f5ea-48f4-b381-18b7585b0b24,0a3b76c4-0f88-4b1a-89a4-fb182810e59a,False,Language barrier
628a1a5d-dafb-43a1-bc6c-bf15962c686d,aecd22f0-545b-48b5-9aab-271644e50be7,35cd0827-03ee-401f-b242-27a035632c4a,c2137971-3022-4463-bf84-9eacacc90045,1f261754-c686-4ff2-b61d-b52660f2dc78,da8d9e6d-4c65-4f07-8894-5bc7042a6ed3,a798f6c2-04f7-41bb-93dd-457db71bd62f,f19d67b0-f1e3-4b33-be76-540627aa780c,faeb64c6-b9f5-4604-8515-2ed8e7fa14b6,False,Special needs
