school_key,school_name,num_teachers,student_teacher_ratio,has_computer_lab,has_library,school_language
6dd91438-ba2b-4ed0-bc74-1b0456eaad71,Snyder Ltd,14,16.39,FALSE,FALSE,English
17bd1f0c-865c-4131-b481-205e45561e9b,Gates-Miller,22,45.8,TRUE,FALSE,English
8549da8a-d255-4f55-9ef7-a108a932d912,Cooper Ltd,5,21.55,FALSE,TRUE,English
ba6fc53f-bf35-42bb-b2a0-87056d334b3e,Lopez PLC,24,14.34,TRUE,TRUE,English
4c8b8fa5-531a-44c4-a57e-dca19ea45ccf,Benton-Adams,20,28.49,FALSE,TRUE,English
90d3dd9c-afb2-4b6f-892d-3d8c2c99ab3d,"Moreno, Henry and Pollard",24,15.88,FALSE,FALSE,English
9998fff2-f9dc-464e-aa06-17e49324b71a,Mcgrath-Black,6,47.05,FALSE,TRUE,English
c5291766-b98b-46a1-9dde-295fa123bfef,Kane-Herman,30,40.59,TRUE,TRUE,English
ea9b28e6-7ff1-498b-bb16-0f7c46a14ea1,Miller-Hoffman,14,46.1,FALSE,TRUE,English
4adc4f48-60f1-4594-a266-1d32c49e0e67,"Johnson, Flowers and Ballard",9,38.67,FALSE,FALSE,English
dd2430b6-f863-4184-be9a-c686a6e4ba32,White-Fields,24,33.29,FALSE,TRUE,English
c5563c42-11aa-46c9-86a6-d8af40529658,"Taylor, Patel and Dixon",24,48.65,TRUE,FALSE,English
2081847e-fc4b-46c1-a962-420b8e47ef00,Hughes and Sons,8,40.34,FALSE,FALSE,English
59dea0b4-91c5-4f74-bf63-95fcf34c34cf,"Ramirez, Mitchell and Mcdonald",14,13.44,TRUE,FALSE,English
9aa2dca0-bde2-4f4f-97ec-19418aa6618d,"Conrad, Washington and Howell",26,24.77,TRUE,FALSE,English
e46ec0df-bd01-46f1-bedf-4c86b2f36195,"Buchanan, Li and Rosales",25,23.09,FALSE,FALSE,English
277e0496-85e3-495d-b9fc-a21973ab0ada,"Powers, Weiss and Smith",11,21.07,TRUE,TRUE,English
b719cde8-9584-4408-99ca-3de14b4df43d,Poole-Houston,21,39.62,TRUE,TRUE,English
a474658b-397b-4dec-b48b-4ccaa0306e8d,Yang-Marshall,14,26.43,TRUE,TRUE,English
f19bdd6d-7dae-4ca4-aa81-fb20b13dbaaa,Hess-Dillon,27,13.2,FALSE,FALSE,English
5a881aef-bdf1-4b7f-a0cb-920566296ccc,Doyle and Sons,24,38.67,FALSE,TRUE,English
7d4a8b71-db44-49ac-9227-f1841758fef8,Roberts LLC,10,46.56,TRUE,FALSE,English
797b578e-c429-4cf6-8c83-d8247cae95e9,"Nelson, Rodriguez and Strong",8,19.84,FALSE,TRUE,English
8184f0ea-6521-4175-bdb6-1cf45d44e996,"Hardin, Gallegos and Vazquez",18,37.64,TRUE,TRUE,English
ec7be730-82d7-4bd0-b0f0-1af2f483ad0d,"Ruiz, Carter and Allen",17,22.7,FALSE,FALSE,English
17aaba84-65c4-4645-a463-c52b14c2dda9,Knox-Clark,15,38.67,FALSE,FALSE,English
dc40f21f-8a22-4e81-a985-1eff51c71c38,Mccoy-Smith,5,19.04,FALSE,FALSE,English
6f72accb-32d8-416d-b402-f106dc311c35,"Smith, Baird and Williams",8,34.85,TRUE,FALSE,English
7ad7f1fa-d787-4ddc-a7f1-569279b510d7,Gibbs Inc,30,48.47,TRUE,FALSE,English
c037e715-fcad-45f3-9a2b-b6bd714f02a1,Lawson Inc,29,25.81,FALSE,FALSE,English
e2a01648-6302-4b3b-8a97-587b3061088a,Day Inc,5,29.35,FALSE,TRUE,English
c673f126-3da6-499c-a39d-333bb748e94d,Cooper-Mccann,10,10.1,TRUE,TRUE,English
bbda6061-c9ae-4dc7-bc37-22a644a7ff19,Medina-Kim,16,45.54,FALSE,FALSE,English
21805e30-1316-411d-8b9d-80ff0b03bf50,Christian and Sons,11,29.35,TRUE,TRUE,English
9d2c1e69-1f7a-4006-bcfb-9c5e57380538,Hunter-Stevenson,18,40.77,FALSE,TRUE,English
8e0f3b87-c5f1-4e68-8f95-321c46b7c573,Young-Brown,23,12.61,TRUE,FALSE,English
80866a0d-3d92-4444-b64d-d26ae9f097cf,Turner LLC,18,37.99,TRUE,FALSE,English
523d9232-c879-49df-af1b-c8287e7788c6,"Berger, Compton and Stafford",11,32.14,TRUE,TRUE,English
7f4a7b30-cd3f-466f-9517-599f1576c303,Mcguire and Sons,20,34.17,TRUE,TRUE,English
b0231ee4-a9b6-4cc8-82ef-0831c26ccfb6,Spencer PLC,5,41.31,TRUE,FALSE,English
6e7c0a56-d228-4f5c-8254-d613415eeb13,"Ferguson, Davis and Long",7,36.62,TRUE,TRUE,English
7f70c34a-041d-42ff-8d0b-42dc20448089,Meza Ltd,11,15.83,TRUE,TRUE,English
738dd0c3-8543-41a1-8ad7-3f71cb1c8d58,Perkins LLC,22,29.56,TRUE,FALSE,English
efc2af4e-d392-4aaa-b36a-8244ff2a8c0b,"Robertson, Gates and Johnson",12,29.91,TRUE,FALSE,English
5e96e655-79d6-4b6e-be8a-be7d8b177a40,Moody and Sons,29,21.94,TRUE,FALSE,English
63b4b14c-e9f1-454c-a32f-86ab3e57f995,Martinez-James,6,11.5,TRUE,TRUE,English
a30413a2-9c94-4525-b422-3a0f2cacc3f5,Cooper-Thomas,9,37.3,TRUE,FALSE,English
0d4c9d33-e6ae-4bf9-8370-6385ac1903b7,Graham-Meyer,25,21.38,FALSE,FALSE,English
c6bbcf39-97fd-4f13-9ef0-3297d6e7837b,Lewis-Barr,24,47.6,TRUE,FALSE,English
78525aea-c97e-465a-9ca0-77b8e379f410,"Kerr, Wilcox and Wallace",22,34.01,TRUE,TRUE,English
1288ce43-504c-43f1-9292-46b2f66d30de,Clark and Sons,25,13.26,FALSE,FALSE,English
3c07e4d1-9837-45cd-91bd-0aed7243c76e,Fox and Sons,26,30.19,FALSE,TRUE,English
5ebcb664-5d60-45f2-9f52-8d118e36ad63,Olson LLC,16,15.73,TRUE,TRUE,English
97b7e673-68b9-4720-a474-5272610f865d,"Green, Mcdowell and Taylor",8,49.49,FALSE,FALSE,English
710134e2-fae2-4eea-aec8-6f7d671731ec,"Carter, Moore and Gomez",14,37.11,TRUE,FALSE,English
2e9e0403-10ed-4d02-9372-0f6d423cd4e3,"Morris, White and Richardson",7,49.74,FALSE,FALSE,English
4408219d-01d4-46ee-bb82-beab321732cf,Martin Ltd,20,19.82,TRUE,FALSE,English
67cdcac0-9c5c-4c86-a5ef-06474e74d192,"Wright, Johnson and Garcia",30,26.98,FALSE,FALSE,English
517d050c-65f8-44f2-bd8f-53dca925e302,Holland-Le,8,30.55,TRUE,FALSE,English
3458e41d-3f9c-439b-b956-7326191af3fc,"Johnson, Nguyen and Maldonado",13,34.63,FALSE,FALSE,English
2132680c-16e2-4242-887e-90e4616b18a2,King Ltd,14,28.54,FALSE,FALSE,English
45646866-9409-4d94-bc38-d397b033d399,"Boyd, Thompson and Perez",12,49.84,FALSE,FALSE,English
15f9d306-2a59-4130-ade7-d5b54b877308,"Schroeder, Adams and Lane",26,38.73,FALSE,FALSE,English
6b06fb71-ce4d-4296-b36f-a8ed28d4cbe2,"Berry, Douglas and Jimenez",17,10.22,FALSE,TRUE,English
b722516b-b23e-4519-998f-fa131acfe8fb,Ferguson Ltd,11,18.06,TRUE,FALSE,English
60811a8a-b34d-41e6-9901-42c215ca99e6,Bowen and Sons,8,26.78,TRUE,TRUE,English
ce02a104-2a4a-402c-9d43-aee407ebb07c,Malone-Russell,27,35.18,TRUE,FALSE,English
c5f23be8-66c7-4f05-81ba-9a17261212c3,Bowen Group,22,49.13,TRUE,TRUE,English
8ffe563b-3d3e-4b58-a472-022ef34decbb,Hall LLC,27,42.55,TRUE,TRUE,English
1b0b3426-a5d5-4266-af83-36e83564bbba,Kim-Hogan,21,23.7,TRUE,FALSE,English
6dabc573-c469-4241-a075-7fb267ac1e67,Kennedy and Sons,7,17.71,FALSE,TRUE,English
05e2c750-822e-473d-afb8-2d7269c4d0ed,Morris-Fischer,20,39.84,FALSE,FALSE,English
ab609743-4387-48e4-ac8e-4f5f6eb13d81,"Myers, Carter and Dunn",7,24.26,FALSE,TRUE,English
108ab60c-6850-4da2-ade5-681ffc538f76,Wilson-Johns,16,41.74,FALSE,TRUE,English
7256e663-6883-4a96-ba59-ad6f79148816,Ford-Gibson,8,44.72,TRUE,TRUE,English
2d7233d0-3d56-498f-b32d-1d2e2fca1204,Vang Inc,21,28.77,TRUE,TRUE,English
417f9f27-c65e-4c96-848a-0c82a4fca9bb,"Cole, King and Taylor",28,16.99,TRUE,TRUE,English
121869d1-dc67-42e9-a1a5-eaf18e431f59,"Brewer, Huerta and Lopez",8,43.3,TRUE,FALSE,English
bc1e1496-b99d-4acf-82f1-7ce9476115a1,Gutierrez-Taylor,24,31.77,FALSE,TRUE,English
03819405-ee37-44bf-b8be-384346e472c2,"Diaz, Garcia and Green",16,35.89,TRUE,FALSE,English
1f503eb6-0244-4a81-9830-918bb47a4aac,"Smith, Todd and Knapp",12,21.19,FALSE,FALSE,English
10b06ad8-67ff-4d8d-a928-e694f30d4bc8,Ramirez-Sandoval,16,38.36,TRUE,TRUE,English
4d57ce17-22c9-47db-8129-4d4928992015,Brooks-Bailey,22,24.24,TRUE,FALSE,English
d1769272-e0f4-49d2-a9b7-532a96a1aef8,"Santos, Munoz and Forbes",29,47.57,FALSE,TRUE,English
2b82658e-577d-4072-a64c-4c3f7f16498b,Freeman and Sons,11,35.05,FALSE,TRUE,English
8b036c9f-ae65-49ac-9420-811d7c8f4f1a,Alvarez Ltd,6,29.36,TRUE,TRUE,English
b782151f-9153-4574-9f1f-899e70560f5a,Perry and Sons,16,33.76,FALSE,FALSE,English
131e2a5c-a7b1-4d72-8533-aad6416f629a,Campos-Hall,25,43.73,TRUE,TRUE,English
11194ad3-a7d5-47c2-af8a-70621c5447eb,White LLC,27,39.4,FALSE,TRUE,English
b74de2f4-f6fa-4f60-963a-2214a7214490,Sanchez-Porter,20,26.76,FALSE,TRUE,English
6f6f74b8-3315-4893-b2bf-f90c83d42cae,"Shields, Franklin and Murphy",27,32,FALSE,TRUE,English
1012f004-d0a0-4039-a240-45cdb23cf41e,Shaffer LLC,6,37.85,TRUE,TRUE,English
bae75da8-b2d4-43bd-8ccc-3c06c6c05575,Wise PLC,26,27.88,TRUE,TRUE,English
973fee0e-197d-428f-b690-319dff6dc24f,Robinson-Allen,28,35.06,FALSE,TRUE,English
7eefcb09-3ade-4749-84a5-90398b0c77ab,Thompson LLC,12,33.23,TRUE,FALSE,English
d310c06f-3f51-4315-bdc7-7f98288c0261,"Flores, Bright and Campbell",16,38.04,FALSE,FALSE,English
8c37a185-442d-4bf0-a29d-5294698825fa,Vega-Morrison,25,21.12,TRUE,TRUE,English
7819633f-7af6-4d13-9417-ec11a54585af,Long-Perez,9,44.36,TRUE,TRUE,English
4157ae61-989d-4c80-b856-dd0525eb00d9,Garcia Inc,6,36.62,FALSE,FALSE,English
c821d5fa-4e48-422e-b18d-ca39f47a4cd0,"Wright, Williams and Buck",10,45.67,TRUE,TRUE,English
357ebdd1-fceb-4ca0-909b-072e85fa7a19,"Vargas, Ballard and Deleon",7,40.93,TRUE,FALSE,English
5a8ba682-e035-4413-8de4-a0170fa06410,"Lewis, Roberson and Richards",23,40.53,TRUE,FALSE,English
a6d6d49e-af3b-4e5c-ad01-5e31bfadca22,Browning-Austin,23,21.94,TRUE,FALSE,English
ba0ba55f-0249-413d-b296-1e545a03b2b5,"Myers, Alvarez and Mccormick",11,45.11,TRUE,TRUE,English
55e45d7b-f48b-492f-8598-861db5eb280d,Cox PLC,26,18.45,FALSE,TRUE,English
4473fb5f-bf81-4e57-9403-9cf3d8c96ff1,"Stokes, Rogers and Price",28,24.87,TRUE,TRUE,English
ece0a4b8-0534-4097-a3e5-237f52a95bc6,Harmon LLC,10,20.84,FALSE,TRUE,English
459691c5-e46f-450a-9b08-382f8cb70df1,Bush Group,21,16.48,FALSE,FALSE,English
87a60c42-add3-41fd-b8f1-9a2ce79d77d7,Guerra Group,8,26.71,TRUE,FALSE,English
62676b71-5055-476b-92dc-615dce3d80b8,Blevins PLC,15,24.7,FALSE,TRUE,English
6db12c09-2e62-46bd-94a8-15e252dd503e,"Wilcox, Snow and Spears",12,18.66,TRUE,FALSE,English
ee6b6bbd-4b62-472f-97fa-a1aa5a59c904,"Woods, Davis and Reynolds",26,12.7,TRUE,TRUE,English
1089c6dd-be38-41f4-b5df-cc920c828fd4,"Davis, Hughes and Robinson",6,13.21,FALSE,TRUE,English
a8218e99-e142-4172-abce-f8f3f482136f,Martinez Ltd,8,44.22,FALSE,FALSE,English
23416a9d-694d-4373-91a8-548216db6eda,"Ellis, Hammond and West",30,18.81,TRUE,FALSE,English
7ee405f6-0923-4832-8488-12da49240e49,Lawrence-Shepherd,23,36.52,TRUE,FALSE,English
62193999-10b5-4ee8-8e3d-de504c80c249,Baker-Mendoza,28,25.49,TRUE,FALSE,English
7ff162d0-778f-4606-ad39-abeebfbde31c,Johnson LLC,14,42.98,FALSE,TRUE,English
aa7e49c6-d56d-42fe-88bb-c4d2ab3d3373,Perez-Walker,23,10.65,TRUE,FALSE,English
20d5ed0e-11c0-4255-9c63-4d6015eddc4d,Simon-Hughes,15,27.42,FALSE,TRUE,English
d6c3c4f0-f9eb-41fb-9023-35971abaef0f,George-Dominguez,23,12.89,TRUE,TRUE,English
44b265da-8929-4dbd-82d0-d80dd361078a,Stevens and Sons,24,21.78,TRUE,FALSE,English
1a61069c-1eef-46e6-b077-1b430ace9132,Sanchez-Ortiz,28,11.68,TRUE,FALSE,English
c8e4547e-6649-4ebd-9b5f-436515d3800e,Mullins and Sons,9,48.37,FALSE,TRUE,English
f4810c5c-8a67-4bd3-b648-7e5605aab535,Johnson Group,24,48.39,FALSE,FALSE,English
44b48893-95c5-4119-af9f-2378cb1c1a8e,"Schmidt, Fry and Clark",5,16.07,FALSE,TRUE,English
2d910abf-2413-482a-8d14-be3543e41c9c,Bowman Ltd,12,32.15,FALSE,FALSE,English
193163e3-bac2-428f-b821-c6f8b0e41849,"Perkins, Jones and Porter",16,22.16,FALSE,FALSE,English
ca343615-da27-47e5-97e8-bfaf28bc3b5f,Beck LLC,10,48.19,FALSE,FALSE,English
ad5ff29f-5814-469b-b56f-4b62de855d27,Walker-Lopez,20,48.84,FALSE,TRUE,English
a7fd4d46-c0df-4700-84ed-67e7a530af44,Gordon Group,10,12.89,FALSE,FALSE,English
863922cc-57b0-4f38-93b0-8e71d16e28c0,"Hurst, Garcia and Cruz",11,18.2,FALSE,TRUE,English
a4ab5d7e-a3c3-4739-91dd-8e9beed18733,Day-Valencia,17,22.64,FALSE,TRUE,English
af333545-2784-4678-afdc-f0129909762e,"Woods, Robinson and Singh",19,16.79,TRUE,TRUE,English
c03fa09f-9921-4936-8773-4f83c9c1e88e,Mcfarland LLC,14,22.58,FALSE,FALSE,English
55488595-e802-45ad-aa59-49c4dfd9dfb1,"Robles, Walsh and Ford",16,42.91,TRUE,FALSE,English
4f3783a8-cb1f-46c7-857b-c0b53e2ec2ed,Evans-Yoder,7,28.75,TRUE,FALSE,English
1b937e93-c5c6-4499-a284-ca023023647f,"Cooper, Riddle and Johnson",12,18.75,FALSE,TRUE,English
28d5d68a-0398-4e4e-8477-6db26760ac78,West-Rhodes,10,14.55,TRUE,TRUE,English
eece0dd8-0e6d-4f74-9ae0-d16f5c67fff6,Todd-Hines,20,15.38,TRUE,TRUE,English
37d16326-cdfe-4c8f-b86c-86271cbdc005,"Martin, Young and Holland",27,43.44,TRUE,TRUE,English
04fba2bf-6051-4101-9816-6bf922ca781a,"Garcia, Wyatt and Lin",13,15.29,TRUE,TRUE,English
9b581576-d2a4-4e07-9907-5d9b2bd99d0e,"Park, Lynch and Williams",14,20.28,TRUE,TRUE,English
c4e454af-20c7-463e-bd57-b8debafa15e2,Berry-Koch,19,14.83,TRUE,TRUE,English
ee668092-3bbf-44ff-ad88-5f6fabe8ce36,"Long, Ewing and Reyes",5,16.28,FALSE,TRUE,English
4bf6be2d-7d47-4a1f-bb12-aeadb9ca5d5a,"Drake, Simmons and Garner",26,10.48,TRUE,FALSE,English
49378dcc-1785-47ca-9e35-201623d9389c,Carey-Hall,9,19,TRUE,FALSE,English
093edba6-395c-49c7-99c4-5207634169e0,Cruz-Boyer,22,35.59,FALSE,FALSE,English
441b137f-9ff8-433a-8b57-9b9212b69383,Alvarez Group,13,21.12,FALSE,TRUE,English
09b04cb5-d702-4dbd-b3eb-ca13d882100e,Smith Group,11,36.49,FALSE,FALSE,English
50d4b3d6-e2a9-4422-a0bc-d7e48ba7b7c1,Richardson-Scott,25,31.76,FALSE,TRUE,English
a02e0ab8-b507-49e4-8c8f-4bcfe7b944b5,"Hansen, Wilson and Gonzalez",16,23.51,TRUE,TRUE,English
fe92218a-4679-4621-82b4-13b6e4c7caf8,"Hall, Mason and Williams",16,28.73,TRUE,FALSE,English
edf2d971-19a0-43cf-af96-d1ae4b1d2d82,Stevens and Sons,29,16.14,FALSE,FALSE,English
618a6c49-caf4-4e9a-bc93-faf08d6017c2,"Brewer, Smith and Duke",24,19.19,TRUE,TRUE,English
474aaa91-0f49-44f9-9c67-a660ddf7811a,"Harrison, Smith and Crawford",11,43.43,TRUE,TRUE,English
f2967116-a6cb-49e0-908a-249427b83fc1,"Mora, Douglas and Barber",16,18.25,TRUE,TRUE,English
4399d2d2-fb9c-4057-9a0e-6630497bc91f,"Becker, Martinez and Black",29,41.35,TRUE,TRUE,English
41966c28-1843-4413-a2fd-20523e76d2a5,Perry-Jones,30,11.95,FALSE,TRUE,English
fd2837de-14e1-4b12-95ae-b18ad5ba3d2d,Green-Clay,29,42.41,TRUE,FALSE,English
74e5367a-831f-4691-bae6-dc5bc6b81646,,,,,,
359f6834-e3fe-463a-94d1-782fd3538ad9,,,,,,
448e7d29-c2a9-428d-bef0-e794d3c082ba,,,,,,
5c3a0fcb-b28d-4a93-ba13-d13d4ff87a77,,,,,,
374bcf04-9ac9-48d6-800d-379ba12d4452,,,,,,
20653f10-c99a-4660-b7d6-9241406bdd93,,,,,,
7e24f08c-15a8-4d37-aebe-4f4b821a4f4a,,,,,,
391584da-4423-4f43-8701-ffe76ea0f5ce,,,,,,
07e0d401-46d1-4478-bf90-3dffb57f042e,,,,,,
6131e8c7-94bc-4bf9-82fb-d89c9f587710,,,,,,
d6973496-81a3-41d3-8940-b998a0323448,,,,,,
8d25f4cb-a5a2-4dc8-9f3e-ca89ad2901ef,,,,,,
7896e20f-0244-4e54-bdd1-6d9d5081b9e5,,,,,,
ab61b866-e008-4652-beb2-68fd9586427b,,,,,,
1d9dde90-6de7-476d-99a9-230f71d0bc02,,,,,,
333cf005-a487-4f97-a427-c25764f1b515,,,,,,
a2e8c36f-5728-485e-8c76-468bc7d7ba6e,,,,,,
4230aaeb-3078-49b7-a453-221bb9967926,,,,,,
c7864c16-198c-42e0-a284-1a82391582d9,,,,,,
a5933987-c4a2-43dc-b97c-2f7ec3e9e423,,,,,,
2a68e1cf-d315-44f6-8014-7582aaaea6ba,,,,,,
21344573-4946-4905-99f2-d3841ed02f31,,,,,,
5c5e4696-c4be-4a1f-8669-85ae99ee172e,,,,,,
ca4d6b08-7fac-44ac-bbbf-6e9d481a5320,,,,,,
a6c7d3e4-39d3-46aa-b45a-5f2e2340ee33,,,,,,
e0170d40-9753-4a69-8f2f-a10e62c1119c,,,,,,
91ab90c3-e4e6-46e6-b2c9-10dd05d68b3d,,,,,,
962f0197-d195-4354-b4cc-132f451e347a,,,,,,
ec05b551-4096-437f-9ef4-8e5533d516e3,,,,,,
2d884116-e109-4e02-a286-b93d6a16085c,,,,,,
85e79484-1b52-4fa7-a936-0020f4880555,,,,,,
18594989-bfaa-4e48-820f-c3ee5b7e054e,,,,,,
49dc6cda-fac2-4230-83fd-cc58d4f8b9e3,,,,,,
6b168b8f-90ac-4032-86cd-83299635be5e,,,,,,
dd4d60d1-bad8-4de3-8e13-7ea87a1b5ebd,,,,,,
18526f2f-731d-4eb3-b960-72488e4d1ed0,,,,,,
c920b145-b6fe-40e0-b6f2-206c97f44f00,,,,,,
386593b1-7669-4763-beef-5e6f585a8e0c,,,,,,
3744ba8c-dace-4557-b4f0-1dbbbcd30063,,,,,,
4b8d0ff7-740b-408c-8450-004314ff892f,,,,,,
d1428147-2791-4988-8713-6f79c0b89d64,,,,,,
d0a8e2ac-d898-4414-9ead-7018069c0faf,,,,,,
e12eb44c-e8dd-43df-a681-c64e4b31f542,,,,,,
d58ec0ff-32e6-4230-bf66-0ebc0e86490a,,,,,,
69d7ad6f-c3cd-440d-9400-69556aafa709,,,,,,
9679cb6d-365f-4a33-bae0-8923ef065dd8,,,,,,
28438892-7f26-442b-ad16-fb063f28812a,,,,,,
d54002be-6272-40df-8544-4cb5bfd59788,,,,,,
b32b8db1-6c75-41bf-b70a-ed1a2b0ef04a,,,,,,
4142abbd-3fbc-4ca6-95e2-78f639a1592e,,,,,,
e9f51fe9-2973-43b4-aa8d-8394d5e80706,,,,,,
29e21d09-874d-4e5f-800f-007eb0354a42,,,,,,
9582c3a2-acdf-48f6-833e-b0d71d232104,,,,,,
f1c365db-b5c1-4f8c-923f-0ef85902f64c,,,,,,
26bad15d-bfca-4dd7-9716-e72337f4ce98,,,,,,
6684a69e-d3b3-416f-ab7e-3ad34b5e50bf,,,,,,
6f527c54-25e3-445d-9732-f19ac7061479,,,,,,
e0d550b8-dd8f-4bd8-8055-1185d8784cb7,,,,,,
5942b572-9031-4dcd-b39e-d3c42db9a9ee,,,,,,
bca90270-7c6e-4fae-92bb-b8ed57827b60,,,,,,
3f8404d8-2d2f-42ca-b57a-0192b678dc9a,,,,,,
1fda1406-b634-44c0-a8b8-06b104644d2e,,,,,,
0d26c9f5-2ef9-4000-8a5f-31a16748bc00,,,,,,
1ba82ab8-ceb4-4666-b0e2-b0b26aa40ab9,,,,,,
7882f937-3fac-417f-9dc2-4557b4d194de,,,,,,
70006278-789b-49eb-9316-c3eb19a4e8de,,,,,,
511feb0c-460b-4c87-a804-1d4ae5d4f700,,,,,,
f4ed3008-56fa-48a4-b5fc-5039e9157a5d,,,,,,
5ca55e78-0cd0-4d5c-9458-a5e419c999d7,,,,,,
235e4f12-60b1-4476-bb2e-7574e6dc97fb,,,,,,
680a6661-9cd2-4c00-971b-8576ce16c696,,,,,,
79b431f2-008b-48cf-a1cb-313c7a81538f,,,,,,
f64aa54f-6d6b-4442-a9fe-9d88d9addb6e,,,,,,
b89c918b-e8e8-44ad-98f2-8a8964a36bf8,,,,,,
78789910-8d86-4c63-ba54-06d7ee970035,,,,,,
4cd73ab3-c453-458a-ab0d-bb217c4d2d1a,,,,,,
cf2e0476-73e1-45f7-864b-275df3f86481,,,,,,
f7a48958-60d7-4e3d-9201-a09e10bd7318,,,,,,
61f3792a-53d4-4127-8426-99f18db59439,,,,,,
aaed6285-d93d-4e0f-b1e7-f9505b135612,,,,,,
fe6ea825-8c18-49a0-9518-2fb0ca674934,,,,,,
1cf660b9-f73d-47b0-a83e-2dbbc61bf050,,,,,,
ef967a30-27e0-4394-8975-481474fb1c3e,,,,,,
