age,gender,special_needs,num_children,previous_academic_performance,attendance_rate,language_spoken,marital_status,household_income,parent_education,electricity_access,internet_access,household_size,political_state,num_teachers,student_teacher_ratio,has_computer_lab,has_library,school_language,distance_to_school,qualification,years_of_experience,aid_coverage,parental_involvement,community_support,dropout_status
24,Male,True,2,Good,0.5481378568279595,English,Married,Low,Primary,True,True,11,Stable,14,79,True,False,English,20.251704493039128,Master's Degree,19,False,False,True,False
12,Female,False,1,Excellent,0.6891103284070028,Local Dialects,Widowed,Low,Secondary,False,False,9,Stable,37,49,True,True,French,14.112288093280315,Bachelor's Degree,10,False,False,True,True
15,Male,True,4,Good,0.5626823083176906,English,Single,Low,Secondary,True,False,13,Stable,46,21,False,False,French,7.22000421576003,Master's Degree,6,False,True,False,True
20,Male,False,1,Average,0.46660191510990645,French,Widowed,High,Secondary,False,False,7,Stable,18,65,False,False,English,26.06951693295781,PhD,26,False,False,False,True
20,Female,False,4,Poor,0.4982267543928728,Fulfulde,Married,High,Secondary,False,False,9,Conflict,29,52,True,False,French,24.036897948362803,Bachelor's Degree,15,True,True,True,True
15,Male,False,1,Excellent,0.8444680700031648,English,Married,Medium,Tertiary,False,True,7,Conflict,33,24,False,False,French,10.241693133580183,Master's Degree,4,False,True,True,True
14,Female,False,1,Good,0.5948613423536502,Local Dialects,Divorced,Low,Secondary,False,False,2,Stable,36,58,True,False,French,0.810961744314393,Bachelor's Degree,4,False,False,True,False
21,Male,False,4,Excellent,0.72748668795626,French,Widowed,Medium,Primary,True,False,13,Conflict,32,73,True,False,French,10.986349274416598,Diploma,13,False,False,False,False
22,Female,False,0,Excellent,0.47859583019339125,Fulfulde,Single,High,Primary,False,False,4,Conflict,11,70,False,False,French,9.423721354408162,Diploma,13,True,True,True,False
12,Male,False,2,Good,0.5681543849450574,Fulfulde,Single,Low,Primary,False,False,11,Stable,36,62,False,True,French,28.640750443806034,Bachelor's Degree,22,False,False,True,True
21,Male,False,0,Excellent,0.5999095292404969,French,Divorced,High,Primary,False,False,5,Conflict,41,60,False,True,French,5.66015017120941,Bachelor's Degree,12,False,True,False,False
15,Female,False,2,Good,0.8265367276862827,Fulfulde,Married,Medium,None,False,False,12,Stable,14,22,False,False,English,4.584530619215843,Bachelor's Degree,17,False,True,True,False
12,Male,False,1,Average,0.8955417711129521,English,Married,Medium,None,False,True,3,Conflict,34,45,False,False,English,4.214691151452018,Diploma,14,True,True,True,False
13,Female,True,3,Average,0.6602804262050511,Local Dialects,Single,Medium,Primary,False,False,7,Stable,22,55,True,False,French,10.89917620258623,Master's Degree,22,False,True,False,True
19,Male,False,4,Average,0.8071155665033062,English,Married,Low,Primary,True,True,9,Conflict,15,62,False,False,English,16.38049657741807,Master's Degree,7,False,True,False,True
22,Female,False,1,Good,0.68531345279622,French,Married,Medium,None,True,False,9,Stable,6,41,True,False,French,1.3900060458265695,PhD,17,True,False,True,False
15,Male,True,3,Good,0.7801927674688041,French,Married,Medium,Tertiary,True,True,2,Conflict,8,68,False,False,French,22.442095966888267,Master's Degree,19,True,False,True,False
24,Male,False,0,Average,0.4116771252446749,English,Divorced,Medium,None,False,True,13,Conflict,35,49,False,True,English,13.68862014395191,Bachelor's Degree,14,True,True,False,True
19,Male,False,0,Excellent,0.9699845337766917,Fulfulde,Married,Medium,Tertiary,False,False,11,Conflict,7,49,False,True,English,23.819911500689436,Bachelor's Degree,24,False,False,True,False
18,Male,False,2,Excellent,0.7159856778782027,French,Divorced,Medium,Primary,True,False,14,Stable,15,69,False,False,French,14.869103894798961,Bachelor's Degree,5,False,False,True,True
14,Male,False,0,Good,0.7755503058579929,Pidgin,Married,Low,None,True,False,3,Conflict,27,35,False,False,French,13.583454420790458,PhD,4,False,True,True,True
20,Female,False,2,Good,0.7131385455708077,Local Dialects,Divorced,Low,Primary,False,True,11,Stable,20,77,False,True,English,4.119988790772091,Bachelor's Degree,10,False,True,False,True
17,Female,False,2,Poor,0.5267389092051189,Fulfulde,Divorced,Low,Secondary,False,False,11,Stable,43,56,False,True,English,21.598482139382988,Bachelor's Degree,25,False,False,False,True
19,Male,False,1,Good,0.46587293802392205,Fulfulde,Divorced,Medium,Secondary,True,True,2,Conflict,39,65,True,False,French,6.033611168017257,Bachelor's Degree,19,False,False,True,True
15,Male,False,0,Average,0.9882048931888866,English,Married,Low,None,False,True,4,Conflict,34,66,False,True,English,6.710582937459606,Master's Degree,7,False,True,True,False
19,Female,False,4,Excellent,0.9232477981666007,French,Widowed,Low,Primary,False,True,6,Stable,17,66,False,False,French,28.48456993581943,Bachelor's Degree,13,False,True,False,True
22,Male,True,3,Excellent,0.8664605023623053,English,Married,Low,Secondary,False,True,8,Stable,31,54,False,True,English,15.47728920248718,Master's Degree,21,True,True,False,False
21,Female,False,2,Excellent,0.4779257670859787,Local Dialects,Single,Low,Secondary,False,False,10,Stable,33,60,True,False,English,7.273940461215858,Bachelor's Degree,12,False,True,True,False
22,Male,False,2,Poor,0.4537150743050929,Fulfulde,Single,Low,Secondary,False,True,2,Stable,43,66,True,True,French,9.624252821230302,Master's Degree,17,True,True,True,True
14,Female,False,4,Average,0.5576188529945512,Local Dialects,Divorced,Medium,Primary,False,True,4,Conflict,26,79,False,False,French,29.05934578005476,Bachelor's Degree,19,False,True,False,True
14,Female,False,3,Excellent,0.8485948182928693,English,Married,Low,None,False,True,9,Conflict,21,36,False,False,French,6.148839235145632,Diploma,15,False,False,True,True
22,Female,False,2,Poor,0.41604053772525784,Local Dialects,Divorced,Low,Primary,False,True,11,Stable,41,76,False,False,English,12.736329994554604,Bachelor's Degree,28,True,True,True,True
24,Female,False,4,Average,0.6594946471461512,French,Divorced,Low,Tertiary,True,False,11,Stable,40,71,True,False,French,12.29859265865616,Master's Degree,28,True,True,True,False
13,Male,False,2,Excellent,0.7362065608704202,English,Married,Low,Primary,False,True,2,Stable,13,69,False,True,English,15.87434526096844,Bachelor's Degree,27,True,False,False,True
13,Male,False,2,Poor,0.8363302365776892,Fulfulde,Single,Medium,Tertiary,False,True,9,Stable,30,33,False,False,French,27.850306084429626,PhD,0,True,False,False,False
23,Male,False,2,Poor,0.4322178358217992,Pidgin,Married,High,Primary,True,False,6,Stable,29,28,False,False,English,8.365619201940461,Bachelor's Degree,26,False,False,True,True
23,Female,False,1,Average,0.5333637351808239,Pidgin,Widowed,Low,Primary,False,False,12,Stable,25,41,True,False,English,15.877893643795815,Bachelor's Degree,13,True,True,True,True
19,Male,False,4,Average,0.5740638019023744,Local Dialects,Single,Medium,Primary,True,False,12,Stable,11,26,False,False,English,6.392093691898817,Diploma,2,True,True,False,True
14,Female,False,2,Poor,0.8907881952777885,English,Married,Low,Secondary,False,False,7,Conflict,25,35,False,False,English,23.334538690568532,Master's Degree,2,False,False,True,False
12,Female,False,2,Poor,0.7338042550143747,Fulfulde,Single,Medium,Primary,False,False,12,Conflict,42,46,False,True,English,0.7545001379834495,Bachelor's Degree,11,False,True,False,False
23,Female,True,4,Good,0.5682831090713906,English,Widowed,Medium,None,False,True,10,Stable,40,59,False,False,English,23.82048992076317,Bachelor's Degree,10,True,True,False,False
22,Female,True,2,Excellent,0.9260133786111276,Pidgin,Widowed,Low,Secondary,False,False,3,Conflict,20,57,False,True,French,11.687275997532707,Bachelor's Degree,4,False,True,True,False
17,Male,False,0,Poor,0.6673071875027137,French,Single,Low,None,True,True,4,Stable,42,50,False,False,French,22.593883439135748,Master's Degree,6,True,True,True,True
24,Male,False,4,Good,0.43775671879556616,French,Widowed,Medium,Primary,False,False,12,Stable,5,42,False,False,English,5.1838375603975715,Bachelor's Degree,13,False,True,True,False
24,Female,True,3,Excellent,0.7617296633879103,Pidgin,Married,Low,Primary,False,False,7,Stable,40,52,True,False,French,10.444828824983379,PhD,7,True,True,True,True
19,Female,False,1,Excellent,0.8394716859301239,Pidgin,Widowed,Low,None,False,True,11,Stable,29,27,True,False,French,23.129733540697508,Bachelor's Degree,20,True,False,True,True
17,Female,True,2,Excellent,0.7525352027070245,Pidgin,Widowed,Low,Tertiary,False,False,10,Stable,16,35,True,False,French,6.311504947807961,PhD,16,True,False,True,True
21,Male,False,2,Excellent,0.808458306276995,English,Single,Low,None,False,False,3,Stable,29,41,False,True,French,13.965915118917305,Master's Degree,15,False,True,True,False
24,Female,False,3,Good,0.8731000281659662,Pidgin,Divorced,Low,None,True,False,13,Stable,40,69,False,False,French,24.7616056234728,Bachelor's Degree,11,False,False,True,True
24,Male,True,2,Good,0.9606672185073856,Local Dialects,Divorced,Low,None,False,True,12,Stable,27,34,True,False,English,17.976576983725884,PhD,4,False,True,True,True
24,Male,False,0,Good,0.6602053403895698,English,Single,Medium,Primary,False,False,5,Stable,19,43,False,True,English,19.11423569350101,Bachelor's Degree,7,False,True,False,True
23,Male,False,0,Good,0.9467854188036787,Local Dialects,Married,Low,None,False,False,4,Stable,24,63,False,False,French,29.041687488511613,Diploma,18,True,False,False,True
14,Female,False,3,Good,0.43269231998568936,Local Dialects,Single,Low,Primary,True,False,3,Stable,27,65,False,False,English,9.846923100675799,PhD,9,False,False,False,True
17,Female,False,4,Good,0.8115768722598022,Fulfulde,Divorced,Medium,Tertiary,True,False,6,Conflict,41,22,False,False,English,17.62254909246107,PhD,21,True,True,True,False
17,Female,False,4,Good,0.7977162108719608,Fulfulde,Married,Low,Secondary,True,False,7,Stable,22,57,True,True,French,6.7289524838973565,Master's Degree,8,True,False,False,False
12,Female,False,0,Excellent,0.8696649080734151,English,Widowed,Low,Tertiary,False,False,13,Stable,37,39,False,True,English,2.73171904052085,Diploma,4,False,True,True,False
23,Male,False,2,Excellent,0.4002548089911021,Pidgin,Widowed,High,Secondary,True,False,3,Conflict,10,77,True,False,English,13.652463484012483,Diploma,21,False,True,False,False
24,Female,False,2,Average,0.8868848311297222,Local Dialects,Divorced,Low,Primary,False,False,9,Conflict,9,50,False,True,French,14.99953372634253,Bachelor's Degree,24,True,False,False,True
22,Female,False,1,Average,0.6404178148518376,Fulfulde,Married,Low,None,True,True,2,Conflict,38,38,False,False,English,22.338042470970798,Master's Degree,9,False,True,False,True
19,Male,False,2,Poor,0.5703352499567551,Fulfulde,Single,Low,Secondary,True,False,6,Stable,19,24,True,False,English,8.651645103386917,Master's Degree,22,False,False,False,True
24,Male,False,1,Good,0.877455190485122,French,Married,High,Secondary,True,True,4,Stable,34,40,True,False,English,12.867730036152981,Diploma,28,False,False,False,False
24,Female,False,4,Average,0.7859103840670159,Local Dialects,Divorced,Low,None,True,False,8,Conflict,20,47,False,False,French,13.59259417173717,Diploma,3,False,False,False,True
19,Male,False,1,Poor,0.657252546415243,English,Single,Medium,None,True,False,4,Stable,42,48,False,False,English,4.007857109417099,Bachelor's Degree,28,False,False,False,True
14,Female,False,2,Average,0.448174318858467,English,Single,Medium,None,False,False,14,Stable,21,31,False,False,English,11.916865381934759,Master's Degree,1,False,True,True,False
22,Female,False,3,Good,0.44463419451894504,Fulfulde,Widowed,Low,None,True,True,4,Stable,38,28,False,False,French,11.411298609415077,Master's Degree,26,False,True,False,True
17,Female,False,4,Average,0.43018485912376964,English,Divorced,Low,Primary,False,False,10,Stable,27,71,False,False,French,29.788458039778824,Master's Degree,14,False,True,True,True
21,Female,False,0,Poor,0.9015068260203137,French,Widowed,Medium,Tertiary,False,True,13,Stable,39,40,False,False,English,28.09811462124672,Master's Degree,11,False,False,False,True
17,Male,False,2,Average,0.8719251494551687,Fulfulde,Divorced,High,Primary,False,False,4,Conflict,33,24,False,True,English,7.66812774425131,Bachelor's Degree,23,False,True,False,False
17,Female,False,4,Poor,0.6616741459148554,Local Dialects,Widowed,Low,None,True,False,10,Stable,48,67,False,False,English,10.335837002716515,Bachelor's Degree,21,False,False,False,True
16,Male,False,0,Good,0.6709995884492659,French,Single,Low,None,True,False,6,Stable,10,27,False,True,French,22.33331253161514,Diploma,16,False,True,False,False
18,Female,False,4,Poor,0.6307472484934988,English,Widowed,Low,Secondary,False,False,7,Stable,29,76,False,False,French,24.14121319761913,Bachelor's Degree,26,False,False,False,True
18,Female,False,4,Average,0.798172564017319,Pidgin,Divorced,Medium,Tertiary,False,False,4,Stable,41,40,False,False,French,24.507637642599267,Master's Degree,19,True,False,False,False
22,Male,True,0,Poor,0.8948078055165969,Local Dialects,Single,Medium,Secondary,True,False,4,Stable,33,20,False,True,English,11.886893558487952,Master's Degree,0,True,False,False,False
18,Female,False,3,Poor,0.6723987087109407,Local Dialects,Widowed,Low,Tertiary,False,True,3,Stable,22,71,False,False,French,17.362710001366125,Bachelor's Degree,10,True,False,False,True
15,Male,False,2,Good,0.7432706578309598,English,Widowed,Medium,Secondary,False,False,14,Conflict,23,34,False,True,French,7.385714552693045,Diploma,16,False,False,True,False
22,Male,False,2,Poor,0.6462016811154708,Pidgin,Married,Medium,Primary,False,False,6,Conflict,40,42,False,True,English,27.28642357071615,Master's Degree,2,False,False,False,True
15,Female,False,2,Good,0.6862047664776961,Pidgin,Single,Medium,None,True,False,3,Stable,30,25,False,False,French,10.386778206954428,Bachelor's Degree,21,False,False,True,True
19,Female,False,0,Excellent,0.8475863929294811,Local Dialects,Single,Low,None,True,False,7,Stable,25,71,False,True,French,19.140263457243982,Bachelor's Degree,11,True,False,False,False
21,Female,False,2,Poor,0.4794026283551524,French,Married,Low,None,True,False,8,Conflict,30,56,False,True,French,9.677696831114027,Master's Degree,12,False,True,False,True
17,Male,False,2,Poor,0.5374629259291721,English,Married,Low,None,True,True,14,Stable,49,39,True,False,English,22.419432310609903,PhD,11,True,False,False,False
20,Male,False,3,Poor,0.9436561289713155,Local Dialects,Married,Low,Primary,True,False,9,Stable,28,54,False,False,French,5.402450137865701,Bachelor's Degree,8,True,False,False,True
19,Male,False,3,Poor,0.47233722548650975,French,Married,Low,Secondary,True,False,10,Stable,6,51,False,True,English,17.16853867178404,Master's Degree,21,True,True,True,True
24,Female,False,1,Excellent,0.7919163292385015,Local Dialects,Widowed,Medium,None,False,False,2,Conflict,7,73,False,False,French,8.096375710911106,Bachelor's Degree,8,False,True,True,False
16,Female,False,1,Poor,0.9475068307754967,Pidgin,Married,Low,Secondary,False,False,9,Conflict,41,78,False,False,English,19.39357966975944,Master's Degree,28,True,False,False,True
21,Male,True,2,Poor,0.577671254326236,Fulfulde,Divorced,Medium,Tertiary,True,False,7,Stable,12,79,False,False,English,9.561959231592649,Bachelor's Degree,21,True,True,False,True
21,Female,False,3,Average,0.8950861365004835,Pidgin,Single,Medium,Primary,False,False,10,Conflict,41,59,False,False,French,26.699553543710444,Bachelor's Degree,26,False,True,False,True
12,Female,False,2,Poor,0.747428606980125,Local Dialects,Single,Low,Secondary,False,False,3,Conflict,46,51,True,False,French,5.162598345415685,Master's Degree,12,False,True,False,False
16,Male,False,1,Excellent,0.49143957459558857,Local Dialects,Widowed,Medium,Primary,True,False,13,Stable,25,43,True,False,English,1.6258472739268923,PhD,18,False,True,False,True
20,Male,False,3,Excellent,0.8284018536459102,English,Widowed,Medium,None,False,False,14,Conflict,7,30,False,False,French,26.568240522128605,Bachelor's Degree,19,False,False,True,False
22,Female,False,4,Good,0.8835997831289004,Local Dialects,Divorced,Medium,Primary,False,False,13,Stable,37,57,True,False,English,7.33143020256883,Master's Degree,23,True,False,True,False
18,Female,False,2,Poor,0.9389574010692423,English,Divorced,Low,Secondary,False,False,7,Conflict,42,34,False,False,French,7.780218386147402,Bachelor's Degree,17,False,True,False,False
15,Male,False,3,Good,0.807173646705633,Local Dialects,Married,Medium,Secondary,True,False,11,Stable,41,49,False,False,French,8.72775166547354,Diploma,12,True,True,True,False
18,Female,False,2,Average,0.48833533879448887,Pidgin,Divorced,Medium,Secondary,False,False,3,Stable,43,42,False,False,English,1.3746220901958064,Diploma,20,False,False,False,True
17,Female,False,0,Excellent,0.9461398234869258,English,Widowed,High,Primary,False,False,7,Conflict,40,59,False,False,English,4.80768359568229,PhD,27,False,True,False,False
22,Female,False,1,Average,0.9783775188789838,English,Widowed,Low,Primary,True,False,3,Conflict,29,34,False,True,English,2.8697247809331925,PhD,25,True,False,False,False
21,Male,False,2,Excellent,0.8192743587746107,French,Married,Medium,Primary,True,False,2,Stable,22,73,False,True,English,20.04745672052461,Bachelor's Degree,8,True,False,True,False
20,Female,False,1,Good,0.5251233666871821,French,Married,Low,Primary,False,False,4,Stable,29,43,False,True,French,24.715515496084297,Master's Degree,19,False,False,False,True
17,Male,False,4,Good,0.5198655282157616,Local Dialects,Divorced,Low,None,False,False,14,Conflict,46,62,False,False,English,27.79436476983143,Bachelor's Degree,3,True,False,True,True
16,Female,False,1,Poor,0.6893967212203307,Local Dialects,Divorced,Medium,Tertiary,False,True,5,Stable,28,23,False,False,French,12.774983817335286,Bachelor's Degree,15,False,False,False,True
22,Male,True,4,Poor,0.43606677730301496,French,Divorced,Low,Tertiary,True,False,6,Conflict,21,58,True,False,French,15.277166828292485,PhD,29,True,False,False,True
19,Female,False,4,Good,0.46988271228689255,Pidgin,Married,Low,None,False,False,10,Stable,20,62,False,True,English,22.825538911007786,Diploma,4,False,True,True,True
16,Female,False,4,Excellent,0.6450863300536317,French,Single,Medium,Primary,False,False,4,Stable,36,63,False,False,English,11.753133315326846,Diploma,25,False,True,False,False
24,Male,False,2,Average,0.4490023587569437,English,Married,Medium,Primary,False,False,4,Conflict,11,67,False,False,English,19.037293491393623,Bachelor's Degree,4,False,True,False,True
23,Male,False,3,Good,0.9907445078960102,Pidgin,Divorced,High,Primary,False,False,9,Conflict,19,72,False,False,French,14.146858620600534,PhD,2,False,True,True,False
20,Female,False,0,Good,0.9293347195736545,English,Single,Medium,Primary,True,False,11,Stable,43,78,False,False,English,8.279493724482696,Diploma,14,False,False,False,False
12,Male,True,1,Average,0.41953838791293036,English,Widowed,Low,None,False,False,9,Stable,24,21,False,True,English,12.489973412883312,Bachelor's Degree,21,True,True,False,True
22,Male,False,3,Good,0.6176977048546493,Pidgin,Single,Low,Primary,False,False,3,Stable,26,52,False,False,English,18.59209577176186,Master's Degree,3,True,True,False,False
13,Female,True,0,Excellent,0.9282969345157351,Pidgin,Divorced,Low,None,False,True,6,Stable,10,47,False,False,French,20.583296404893574,Diploma,28,False,True,False,False
20,Male,False,0,Average,0.622551909155046,Local Dialects,Single,High,Primary,False,True,13,Conflict,7,43,False,False,French,21.35204646583604,Master's Degree,28,True,False,True,False
15,Female,True,2,Good,0.8939009407862599,English,Divorced,Low,Secondary,True,False,2,Stable,20,55,False,False,English,3.3264944937195673,Bachelor's Degree,5,True,False,True,False
18,Male,False,0,Poor,0.4161019402311917,Fulfulde,Widowed,Low,Secondary,True,True,4,Stable,39,74,False,True,English,18.274378864076187,Master's Degree,17,True,False,False,True
24,Female,True,1,Average,0.6897894920290717,Fulfulde,Single,Low,Tertiary,False,False,13,Conflict,21,46,False,False,English,7.924841528764624,Bachelor's Degree,21,True,False,False,True
13,Female,True,2,Good,0.9954580527551162,English,Widowed,Low,None,True,True,14,Conflict,19,32,True,False,English,21.671339404023417,Master's Degree,9,True,True,True,False
20,Female,False,1,Excellent,0.8513397702965175,Pidgin,Single,Low,Tertiary,False,True,11,Stable,33,69,False,False,English,19.169291244186482,Bachelor's Degree,27,True,False,True,True
12,Female,False,3,Excellent,0.66023447496659,Fulfulde,Widowed,Low,Primary,True,True,9,Stable,5,33,True,False,English,6.56096376182939,Bachelor's Degree,25,True,False,False,True
17,Female,False,3,Poor,0.6990308403473993,Fulfulde,Single,Low,Primary,False,False,13,Conflict,9,69,True,False,English,29.885788641658422,PhD,9,False,True,True,True
17,Male,False,0,Good,0.5069916268430962,French,Divorced,Low,Tertiary,False,True,10,Conflict,28,28,False,False,English,6.313146886188726,Bachelor's Degree,2,True,False,False,True
17,Male,False,0,Poor,0.7082692257221158,English,Single,Medium,Secondary,False,False,14,Stable,17,48,False,True,English,10.31982620693178,PhD,9,True,True,False,True
23,Male,True,3,Poor,0.4148314605841029,Local Dialects,Married,Low,Primary,False,False,12,Stable,20,39,False,False,English,11.02260753475083,Master's Degree,7,False,False,True,True
13,Female,False,0,Excellent,0.6649347789533511,Local Dialects,Widowed,High,None,False,True,8,Conflict,32,37,False,False,English,14.2981858027221,PhD,22,True,True,False,True
22,Male,False,3,Excellent,0.5511423759603999,Local Dialects,Divorced,Medium,Primary,False,False,5,Conflict,18,60,False,False,French,15.871907295077127,Bachelor's Degree,21,True,True,False,True
16,Female,False,4,Average,0.8835242684070705,Pidgin,Married,Low,None,False,False,3,Conflict,32,65,False,False,English,28.018109606919726,Bachelor's Degree,21,False,True,True,True
21,Male,False,1,Excellent,0.4516220687508238,English,Single,Low,Primary,True,False,4,Conflict,37,49,False,False,English,28.74221358177753,Bachelor's Degree,5,False,False,False,True
22,Male,True,4,Good,0.9513559882155485,Local Dialects,Widowed,Low,None,False,True,8,Stable,15,33,False,True,French,23.476514807646584,Bachelor's Degree,1,False,True,True,False
24,Male,False,1,Average,0.6413961042981524,French,Divorced,Medium,None,False,False,3,Stable,16,60,False,False,English,15.498031670733285,Bachelor's Degree,0,True,True,True,False
21,Female,False,2,Average,0.5612343234263496,Local Dialects,Widowed,Low,Primary,False,False,2,Conflict,15,65,False,True,English,6.210546552712182,Bachelor's Degree,17,False,True,False,True
21,Male,False,2,Poor,0.8849754684245452,English,Widowed,Low,Primary,False,False,5,Stable,37,30,False,False,English,12.595075484901264,Master's Degree,11,False,False,False,False
12,Female,False,0,Average,0.5866258965912788,Fulfulde,Married,Low,None,False,False,7,Conflict,29,79,True,False,English,11.581980164519779,Master's Degree,15,False,False,True,True
24,Male,False,3,Good,0.6148105348850137,Fulfulde,Married,Low,Secondary,True,False,14,Conflict,23,33,False,False,French,15.675476637347984,Bachelor's Degree,13,False,False,False,True
19,Female,False,3,Excellent,0.7492910072689609,Fulfulde,Married,Low,None,False,True,12,Conflict,11,71,True,False,English,9.96765389007375,Bachelor's Degree,10,False,True,False,True
13,Female,False,1,Average,0.46845930566520333,Fulfulde,Divorced,Low,Primary,False,False,7,Stable,25,39,False,False,English,26.342910515115186,Master's Degree,29,False,True,False,True
14,Female,False,0,Excellent,0.5621106003756994,Fulfulde,Divorced,Low,None,True,True,5,Stable,35,29,False,True,French,15.472691299911775,PhD,21,False,False,False,True
16,Female,False,2,Good,0.6860179206266435,English,Widowed,Medium,None,False,False,5,Conflict,17,63,True,False,English,23.027845234366264,Bachelor's Degree,7,True,False,True,False
21,Female,False,0,Excellent,0.881580973299801,Fulfulde,Single,Low,Secondary,False,False,13,Conflict,13,46,False,True,French,10.388027790504477,Diploma,3,False,True,False,True
13,Female,False,4,Good,0.8914657910317842,Fulfulde,Widowed,Low,Secondary,False,False,5,Stable,23,51,True,False,French,22.66997841736987,Bachelor's Degree,9,True,True,False,True
12,Female,False,0,Poor,0.6478268972232023,Pidgin,Single,Low,None,True,False,10,Conflict,11,20,False,False,English,18.948279955801432,PhD,13,False,False,True,True
18,Male,True,0,Average,0.4570649254357365,Fulfulde,Divorced,Low,Secondary,False,False,8,Stable,39,29,False,False,English,19.51094763505813,Master's Degree,20,True,False,True,True
17,Male,False,4,Excellent,0.9139228909280863,Pidgin,Married,Low,Primary,False,False,6,Stable,18,54,False,False,English,4.497027224721792,Bachelor's Degree,6,False,False,False,False
17,Female,False,2,Excellent,0.6979118645631329,Pidgin,Married,Medium,None,True,False,12,Stable,46,34,False,False,English,16.095707734211025,Diploma,29,False,True,True,False
21,Male,False,1,Good,0.664713579476019,French,Married,Low,Tertiary,False,True,11,Stable,10,65,False,True,French,25.91338026775612,Bachelor's Degree,29,False,False,True,False
12,Female,False,1,Poor,0.9540419365134818,English,Divorced,Low,None,False,True,11,Conflict,48,56,False,False,English,26.62177320426189,Diploma,27,False,False,False,True
13,Female,True,1,Excellent,0.536081792144735,French,Married,Medium,Tertiary,False,False,2,Conflict,10,56,True,False,English,8.658701233867435,Bachelor's Degree,10,True,False,False,False
14,Female,False,3,Poor,0.7312858713004142,Fulfulde,Married,Medium,Secondary,False,True,5,Stable,30,33,False,False,French,5.388273134383012,Bachelor's Degree,13,False,False,True,False
22,Female,False,2,Average,0.5107351521420624,Local Dialects,Single,Medium,None,True,False,14,Stable,9,29,False,True,French,13.660725184424784,Master's Degree,19,True,True,True,False
13,Male,False,3,Poor,0.8808202015383426,English,Widowed,Low,Primary,False,False,2,Conflict,25,28,True,False,English,19.909712964432696,Diploma,18,False,True,False,False
23,Female,False,1,Good,0.6091388527750952,English,Divorced,High,None,False,True,9,Stable,29,37,True,True,French,27.61448315990587,Bachelor's Degree,18,True,False,True,False
21,Female,False,4,Average,0.6696201951224561,Fulfulde,Single,Medium,None,False,False,7,Stable,49,52,False,False,English,6.6275761595482034,Bachelor's Degree,28,True,True,False,True
